ID,Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Raw_Text,tokens,padded,masks,exclamation_count,question_count,ellipsis_count,comma_count,period_count,exclamation_score,question_score,ellipsis_score,comma_score,period_score,polarity_score,Subjectivity Score,Sarcasm Score,Irony Score,Negation Score,afinn_score
20180043,long term short term solution every problem year taking short term solution suffering repercussion year later glad approaching traffic situation taking consideration long term effect understand happen go tough phase,1,positive,joy,0,0,0,"There are long-term and short-term solutions to every problem. For years we've been taking the short-term solutions and suffering the repercussions a few years later. So I'm glad that for once we're approaching the traffic situation by taking into consideration the long-term effects and I understand that for this to happen, we have to go through a tough phase.","['long', 'term', 'short', 'term', 'solution', 'every', 'problem', 'year', 'taking', 'short', 'term', 'solution', 'suffering', 'rep', '##er', '##cus', '##sion', 'year', 'later', 'glad', 'approach', '##ing', 'traffic', 'situation', 'taking', 'consideration', 'long', 'term', 'effect', 'understand', 'happen', 'go', 'tough', 'phase']","[101, 11134, 13896, 12972, 13896, 25370, 13667, 15640, 10817, 17301, 12972, 13896, 25370, 44224, 37090, 10177, 14112, 15067, 10817, 10844, 73327, 21057, 10285, 22203, 16894, 17301, 69066, 11134, 13896, 17400, 43996, 61330, 11335, 65245, 17324, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.029411764705882353,0.058823529411764705,0.334496808840948,0.9999904267839935,0.48657942,0.06288572,0.16400110721588135,-1.0
20180044,optimistic traffic problem main problem populated present transport infrastructure one cannot see solution problem since travelling distance short use underground station every town village complimented bus going around station remember construct network cost billion upon billion take decade constructed apart fact cost never make return investment,1,neutral,anticipation,0,0,1,"You're so optimistic about the traffic problem, but the main problem is that we are over-populated for the present transport infrastructure. I for one can't see any solution to this problem, since the travelling distances are so short. We only use them if we have an underground station in every town or village, complimented with buses going around each station. But remember to construct such a network costs billions upon billions, and takes decades to be constructed, apart from the fact that the cost will never make up for the return on investment.","['op', '##timi', '##stic', 'traffic', 'problem', 'main', 'problem', 'populated', 'present', 'transport', 'infrastructure', 'one', 'cannot', 'see', 'solution', 'problem', 'since', 'travelling', 'distance', 'short', 'use', 'underground', 'station', 'every', 'town', 'village', 'comp', '##lime', '##nted', 'bus', 'going', 'around', 'station', 'remember', 'construct', 'network', 'cost', 'billion', 'upon', 'billion', 'take', 'decade', 'constructed', 'apart', 'fact', 'cost', 'never', 'make', 'return', 'investment']","[101, 10305, 60560, 28060, 22203, 15640, 11659, 15640, 55590, 12032, 14070, 35496, 10399, 25004, 11811, 25370, 15640, 11500, 64614, 17631, 12972, 11868, 22700, 11433, 13667, 11630, 11380, 85065, 78958, 75989, 15952, 17010, 12096, 11433, 34615, 72537, 12990, 18153, 24382, 14156, 24382, 11622, 29468, 22169, 29976, 17772, 18153, 13362, 12696, 14142, 27183, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.1,0.06,0.3435801491141319,0.9999818855686902,0.48827094,0.1342041,0.21241194009780884,-1.0
20180045,yes agree way however believe road desired standard public transport service improved people would issue paying higher road licence else use public transport viable alternative imagine right believe right way raising road license immediately would cause nationwide outrage viable alternative imagine right believe right way raising road license immediately would cause nationwide outrage,1,negative,anticipation,0,0,1,"Yes, and I agree with you all the way. However, I believe that once the roads are at the desired standard and the public transport service is improved, people would have no issue in paying higher road licences or else use public transport. The only viable alternative I can imagine right now to what I believe is the right way is raising the road license immediately, and that would cause a nationwide outrage. The only viable alternative I can imagine right now to what I believe is the right way is raising the road license immediately, and that would cause a nationwide outrage. ","['yes', 'agree', 'way', 'however', 'believe', 'road', 'desired', 'standard', 'public', 'transport', 'service', 'improved', 'people', 'would', 'issue', 'paying', 'higher', 'road', 'licence', 'else', 'use', 'public', 'transport', 'via', '##ble', 'alternative', 'imagine', 'right', 'believe', 'right', 'way', 'raising', 'road', 'license', 'immediately', 'would', 'cause', 'nationwide', 'outra', '##ge', 'via', '##ble', 'alternative', 'imagine', 'right', 'believe', 'right', 'way', 'raising', 'road', 'license', 'immediately', 'would', 'cause', 'nationwide', 'outra', '##ge']","[101, 31617, 60982, 12140, 11574, 22142, 11925, 81816, 13145, 11347, 14070, 11416, 31377, 11227, 11008, 14709, 74838, 16027, 11925, 39210, 28624, 11868, 11347, 14070, 11310, 11522, 18410, 51381, 12873, 22142, 12873, 12140, 47651, 11925, 33710, 23062, 11008, 15126, 61904, 23078, 10592, 11310, 11522, 18410, 51381, 12873, 22142, 12873, 12140, 47651, 11925, 33710, 23062, 11008, 15126, 61904, 23078, 10592, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.08771929824561403,0.07017543859649122,0.33171311177705465,0.9999961906731534,0.48649845,0.1327372,0.1484261006116867,-1.0
20180046,people still use car cost irrespective price road license even stay hungry,1,neutral,anticipation,0,0,0,"People will still use their car at any cost, irrespective of the price of the road license, even if they stay hungry.","['people', 'still', 'use', 'car', 'cost', 'ir', '##res', '##pect', '##ive', 'price', 'road', 'license', 'even', 'stay', 'hung', '##ry']","[101, 11227, 12440, 11868, 12485, 18153, 10544, 11280, 84789, 12899, 16993, 11925, 33710, 12818, 22560, 17522, 11160, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.125,0.0,0.2971685705706477,0.996159024741478,0.49161974,0.29897434,0.20062404870986938,0.0
20180047,build new school though mistaken population growth slowed drastically ageing population make sense modernise embellish existing school utilise existing resource instead wasting land build new one,1,negative,anticipation,0,0,1,"Why build new schools though? If I'm not mistaken, population growth has slowed down drastically and we have an ageing population. It makes more sense to modernise and embellish existing schools and utilise existing resources instead of wasting more land to build new ones","['build', 'new', 'school', 'though', 'mistake', '##n', 'population', 'growth', 'slow', '##ed', 'dra', '##stica', '##lly', 'age', '##ing', 'population', 'make', 'sense', 'moderni', '##se', 'em', '##bell', '##ish', 'existing', 'school', 'utilise', 'existing', 'resource', 'instead', 'was', '##ting', 'land', 'build', 'new', 'one']","[101, 21536, 10246, 10666, 14325, 83967, 10115, 10509, 14529, 28980, 10390, 47338, 30764, 16290, 11323, 10285, 10509, 12696, 15178, 43873, 10352, 10252, 95000, 16551, 26341, 10666, 18814, 26341, 23973, 16209, 10140, 12305, 10586, 21536, 10246, 10399, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,1.0,1.0,0.0,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0.3353639568601336,0.9972580170232221,0.49145442,0.1906682,0.1593039631843567,-2.0
20180048,think living different planet population nearly doubled lifetime,1,neutral,surprise,0,1,0,"I think we are living on different planets, as the population has nearly doubled in my lifetime.","['think', 'living', 'different', 'planet', 'population', 'nearly', 'double', '##d', 'lifetime']","[101, 21506, 13623, 12850, 12460, 10509, 20629, 13965, 10163, 36597, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.34926804072327083,0.9957793780564178,0.49377704,0.4957454,0.13748303055763245,0.0
20180049,p take consideration fact people living much longer overall increased life expectancy hence said ageing population,1,neutral,anticipation,0,0,0,Ps you have to take into consideration the fact that people are living much longer overall (increased life expectancy). Hence I said ageing population...,"['p', 'take', 'consideration', 'fact', 'people', 'living', 'much', 'longer', 'overall', 'increased', 'life', 'ex', '##pect', '##anc', '##y', 'hence', 'said', 'age', '##ing', 'population']","[101, 158, 11622, 69066, 17772, 11227, 13623, 12977, 19971, 18818, 19348, 10287, 11460, 84789, 84404, 10158, 44122, 12338, 11323, 10285, 10509, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05,0.0,0.05,0.3162385143339634,0.9952233145230093,0.49143156,0.59008074,0.13082987070083618,1.0
20180050,amadeo difficult goal reach pn government reach,1,negative,disgust,0,1,0,Amadeo those are difficult goals to reach and only a PN government can reach them.,"['ama', '##deo', 'difficult', 'goal', 'reach', 'pn', 'government', 'reach']","[101, 22079, 43227, 24952, 16110, 22074, 89209, 11594, 22074, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35409849509596825,0.9961210464207226,0.49219456,0.14612722,0.10526912659406662,1.0
20180062,touch much anything really either good bad ask,1,neutral,surprise,0,0,1,"He didn't touch much of anything really, either good or bad, if you ask me.","['touch', 'much', 'anything', 'really', 'either', 'good', 'bad', 'ask']","[101, 24965, 12977, 32527, 25165, 16342, 12050, 12428, 30316, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.25,0.0,0.42071541771292686,0.9999837023721132,0.5008702,0.034587394,0.1188291683793068,0.0
20180063,well touch anything really absolutely nothing complain government social soul guidance economy flourished sorrow fact u ex pat spend absolute majority pension malta yet rarely ever catered government budget announcement contribute contribute yet invisible government,1,negative,sadness,0,0,0,"Well if it didn't touch anything then really you have absolutely nothing to complain about. You have a government that has a social soul under which guidance the economy flourished. What sorrows me is the fact that us ex-pats spend the absolute majority of our pension in Malta and yet we are rarely if ever catered for in your government's budget announcements. We contribute just as you contribute, and yet we are invisible for the government.","['well', 'touch', 'anything', 'really', 'absolute', '##ly', 'nothing', 'comp', '##lain', 'government', 'social', 'soul', 'guidance', 'economy', 'fl', '##our', '##ished', 'sor', '##row', 'fact', 'u', 'ex', 'pat', 'spend', 'absolute', 'majority', 'pension', 'malta', 'yet', 'rarely', 'ever', 'cate', '##red', 'government', 'budget', 'announcement', 'contribute', 'contribute', 'yet', 'invisible', 'government']","[101, 11327, 24965, 32527, 25165, 35925, 10563, 20587, 85065, 44409, 11594, 11404, 16587, 60915, 20202, 19341, 23076, 53419, 39732, 17366, 17772, 163, 11460, 15608, 56946, 35925, 19197, 45501, 22821, 19567, 54706, 15765, 68516, 15713, 11594, 21455, 63447, 68655, 68655, 19567, 44684, 11594, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.024390243902439025,0.07317073170731707,0.37382458186731105,0.9999917015635912,0.48645127,0.0714853,0.04018225893378258,-2.0
20180064,thing needed touched touched greater force,1,neutral,anticipation,0,0,0,There were things that needed to be touched or touched with a greater force,"['thing', 'needed', 'touche', '##d', 'touche', '##d', 'greater', 'force']","[101, 21973, 23615, 59525, 10163, 59525, 10163, 18860, 12104, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2964783273637295,0.9999908216209304,0.49687898,0.14772074,0.1472850739955902,3.0
20180065,great budget maltese ex pat spend pension malta never cared budget,1,positive,sadness,0,0,1,It is a great budget for the Maltese. How is it that ex-pats who spend their pension here in Malta are never cared for in a budget?,"['great', 'budget', 'maltese', 'ex', 'pat', 'spend', 'pension', 'malta', 'never', 'care', '##d', 'budget']","[101, 11838, 21455, 95753, 11460, 15608, 56946, 45501, 22821, 13362, 11258, 10163, 21455, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,0.0,1.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.34246041377385456,0.9970414661107052,0.48927996,0.066877864,0.2663235366344452,3.0
20180066,explain euro euro euro week alleviate poverty bracket agree minister expert playing around statistic shall try pay bill printed graph,1,negative,disgust,0,1,0,"Can you explain how 1.75 euro , 2 euro or 3 euro a week will alleviate those 84000 in the poverty bracket? I agree that the Minister is an expert in playing around with statistics. I shall try to pay my bills with printed graphs","['explain', 'euro', 'euro', 'euro', 'week', 'alle', '##via', '##te', 'poverty', 'bra', '##cket', 'agree', 'minister', 'expert', 'playing', 'around', 'stati', '##stic', 'shall', 'try', 'pay', 'bill', 'printed', 'graph']","[101, 58919, 13893, 13893, 13893, 14463, 10955, 14487, 10218, 31873, 47237, 54287, 60982, 12774, 31601, 14734, 12096, 13768, 28060, 29693, 26333, 11498, 12941, 38913, 63897, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,1.0,1.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.3070217153678338,0.9968624346679595,0.49030438,0.17842667,-0.009554289281368256,-1.0
20180067,c hour spend,1,negative,anger,0,1,1,3.8c an hour don't spend it all at once.,"['c', 'hour', 'spend']","[101, 145, 19141, 56946, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27295154333114624,0.9880435836741084,0.4983866,0.09893678,0.1901898980140686,0.0
