Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Raw_Text,tokens,padded,masks,exclamation_count,question_count,ellipsis_count,comma_count,period_count,exclamation_score,question_score,ellipsis_score,comma_score,period_score,anger_count,anticipation_count,disgust_count,fear_count,joy_count,sadness_count,surprise_count,trust_count,pos_count,neg_count,afinn_score,obj_score,anger_score,anticipation_score,disgust_score,fear_score,joy_score,sadness_score,surprise_score,trust_score,pos_score,neg_score,vader_neg,vader_neu,vader_pos,vader_compound,anger_tec,anticipation_tec,disgust_tec,fear_tec,joy_tec,sadness_tec,surprise_tec,trust_tec,anger_tei,anticipation_tei,disgust_tei,fear_tei,joy_tei,sadness_tei,surprise_tei,trust_tei,anger_mei,anticipation_mei,disgust_mei,fear_mei,joy_mei,sadness_mei,surprise_mei,trust_mei,anger_gec_0.25,anticipation_gec_0.25,disgust_gec_0.25,fear_gec_0.25,joy_gec_0.25,sadness_gec_0.25,surprise_gec_0.25,trust_gec_0.25,anger_gec_0.5,anticipation_gec_0.5,disgust_gec_0.5,fear_gec_0.5,joy_gec_0.5,sadness_gec_0.5,surprise_gec_0.5,trust_gec_0.5,anger_gec_0.75,anticipation_gec_0.75,disgust_gec_0.75,fear_gec_0.75,joy_gec_0.75,sadness_gec_0.75,surprise_gec_0.75,trust_gec_0.75,anger_gei_0.25,anticipation_gei_0.25,disgust_gei_0.25,fear_gei_0.25,joy_gei_0.25,sadness_gei_0.25,surprise_gei_0.25,trust_gei_0.25,anger_gei_0.5,anticipation_gei_0.5,disgust_gei_0.5,fear_gei_0.5,joy_gei_0.5,sadness_gei_0.5,surprise_gei_0.5,trust_gei_0.5,anger_gei_0.75,anticipation_gei_0.75,disgust_gei_0.75,fear_gei_0.75,joy_gei_0.75,sadness_gei_0.75,surprise_gei_0.75,trust_gei_0.75,polarity_score,subjectivity_score,sarcasm_score,irony_score,target
old six year old,1,negative,anticipation,1,0,0,"how old are you then, six years old?","['old', 'six', 'year', 'old']","[101, 2214, 2416, 2095, 2214, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39381203055381775,0.9947239508033467,0.49857405,0.12369513,2
old five year old,1,negative,anticipation,1,0,0,"And how old are you then, FIVE years old?","['old', 'five', 'year', 'old']","[101, 2214, 2274, 2095, 2214, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472997710108757,0.9952305205178044,0.4982709,0.1090605,2
need add another fifty mentioned thanks,1,neutral,anticipation,0,0,0,"you need to add another fifty to those mentioned, thanks.","['need', 'add', 'another', 'fifty', 'mentioned', 'thanks']","[101, 2342, 5587, 2178, 5595, 3855, 4283, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0,0,0,0,0,0,0,0,0,0,2.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756,0.244,0.4404,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42954230308532715,0.9974029117787457,0.50112766,0.28514862,2
need add another mentioned thanks,1,neutral,anticipation,0,0,0,"you need to add another 60 to those mentioned, thanks.","['need', 'add', 'another', 'mentioned', 'thanks']","[101, 2342, 5587, 2178, 3855, 4283, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0,2.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756,0.244,0.4404,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3604386806488037,0.9970841485549488,0.5003413,0.45745608,2
living,1,negative,surprise,1,0,1,than you have not been living at all !!!,['living'],"[101, 2542, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0.0,0.6675,0.0,0.0,0.312,0.0,0.0,0.796,0.0,0.6675,0.0,0.0,0.312,0.0,0.0,0.796,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.6675,0.0,0.0,0.312,0.0,0.0,0.796,0.0,0.6675,0.0,0.0,0.0,0.0,0.0,0.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.796,0.4382109045982361,0.9938449274066081,0.5012933,0.4757862,6
read budget speech last year today budget total replica traffic environment public security education health local council dozen pending issue pushed aside initiative mediocre budget,1,negative,sadness,0,0,1,"If you read the Budget speech of last year, today's budget is a total.replica. Traffic, environment, public security, ,education, health, local councils and dozen other pending issues were pushed aside with no initiatives for 2019. A mediocre budget.","['read', 'budget', 'speech', 'last', 'year', 'today', 'budget', 'total', 'replica', 'traffic', 'environment', 'public', 'security', 'education', 'health', 'local', 'council', 'dozen', 'pending', 'issue', 'pushed', 'aside', 'initiative', 'med', '##io', '##cre', 'budget']","[101, 3191, 5166, 4613, 2197, 2095, 2651, 5166, 2561, 15059, 4026, 4044, 2270, 3036, 2495, 2740, 2334, 2473, 6474, 14223, 3277, 3724, 4998, 6349, 19960, 3695, 16748, 5166, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.25925925925925924,0.07407407407407407,0,2,0,0,0,0,0,4,3,0,-1.0,0.8009259259259259,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.1111111111111111,0.0,0.057,0.881,0.062,0.0516,0,3,0,0,1,0,1,9,0.0,2.8169999999999997,0.0,0.0,0.493,0.0,0.819,7.4035,0.0,1.0,0.0,0.0,0.493,0.0,0.819,0.868,0,4,0,0,1,0,1,10,0,4,0,0,0,0,1,10,0,1,0,0,0,0,1,4,0.0,2.8169999999999997,0.0,0.0,0.493,0.0,0.819,7.4035,0.0,2.8169999999999997,0.0,0.0,0.0,0.0,0.819,7.4035,0.0,1.0,0.0,0.0,0.0,0.0,0.819,3.2525,0.33552329738934833,0.996270531627662,0.49308324,0.19633007,3
short term solution great long term clue vote guess,1,negative,anticipation,0,0,1,"Short term solutions great, long term not a clue. It’s all about the votes now I guess🤔","['short', 'term', 'solution', 'great', 'long', 'term', 'clue', 'vote', 'guess']","[101, 2460, 2744, 5576, 2307, 2146, 2744, 9789, 3789, 3984, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,1,3,0,0,1,1,2,1,2,1,4.0,0.8611111111111112,0.1111111111111111,0.3333333333333333,0.0,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.691,0.309,0.7003,0,3,0,0,0,0,1,2,0.045,3.7375,0.0,0.0,0.234,0.031,2.0,2.611,0.045,1.0,0.0,0.0,0.234,0.031,1.0,1.0,0,4,0,0,0,0,2,3,0,4,0,0,0,0,2,3,0,3,0,0,0,0,2,2,0.0,3.7375,0.0,0.0,0.0,0.0,2.0,2.611,0.0,3.7375,0.0,0.0,0.0,0.0,2.0,2.611,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.884,0.34387582209375167,0.9929200737680756,0.4891029,0.032956757,2
regard pension time malta reporting first pension income remain tax free present situation pension exceeds pay full tax pension deducted pay tax remaining amount changed please thanks,1,neutral,anticipation,0,0,1,"With regards to pensions, Times of Malta is reporting that The first €13,400 in pension income will remain tax-free......at present the situation is such that if your pension exceeds the 13400, you pay full tax on all your pension and not have 13400 deducted and you pay tax on the remaining amount. Has this changed please? Thanks","['regard', 'pension', 'time', 'malta', 'reporting', 'first', 'pension', 'income', 'remain', 'tax', 'free', 'present', 'situation', 'pension', 'exceeds', 'pay', 'full', 'tax', 'pension', 'de', '##ducted', 'pay', 'tax', 'remaining', 'amount', 'changed', 'please', 'thanks']","[101, 7634, 11550, 2051, 9933, 7316, 2034, 11550, 3318, 3961, 4171, 2489, 2556, 3663, 11550, 23651, 3477, 2440, 4171, 11550, 2139, 29510, 3477, 4171, 3588, 3815, 2904, 3531, 4283, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,2.0,3.0,1.0,0.0,0.03571428571428571,0.07142857142857142,0.10714285714285714,0.03571428571428571,0,5,0,0,4,4,1,4,5,4,2.0,0.9375,0.0,0.17857142857142858,0.0,0.0,0.14285714285714285,0.14285714285714285,0.03571428571428571,0.14285714285714285,0.17857142857142858,0.14285714285714285,0.046,0.869,0.085,0.5267,0,2,0,0,1,3,0,7,0.0,3.7989999999999995,0.0,0.0,2.247,0.526,1.0,6.9094999999999995,0.0,1.0,0.0,0.0,0.544,0.142,1.0,1.0,0,5,0,0,4,0,1,9,0,5,0,0,1,0,1,9,0,2,0,0,0,0,1,3,0.0,3.7989999999999995,0.0,0.0,1.7630000000000001,0.0,1.0,6.9094999999999995,0.0,3.7989999999999995,0.0,0.0,0.544,0.0,1.0,6.9094999999999995,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.8055000000000003,0.30644730372088297,0.995540833861637,0.49201778,0.029867992,2
first pension income remain tax free foot still pay hefty income tax bill,1,negative,anger,0,0,0,"""The first €13,400 in pension income will remain tax-free."" my foot! You still have to pay a hefty income tax bill.","['first', 'pension', 'income', 'remain', 'tax', 'free', 'foot', 'still', 'pay', 'he', '##ft', '##y', 'income', 'tax', 'bill']","[101, 2034, 11550, 3318, 3961, 4171, 2489, 3329, 2145, 3477, 2002, 6199, 2100, 3318, 4171, 3021, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,0.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0,3,0,0,3,4,0,3,3,4,0.0,0.8666666666666667,0.0,0.2,0.0,0.0,0.2,0.26666666666666666,0.0,0.2,0.2,0.26666666666666666,0.082,0.918,0.0,-0.1759,0,0,0,0,1,2,0,5,0.0,1.828,0.0,0.0,1.592,0.484,0.0,3.9044999999999996,0.0,0.619,0.0,0.0,0.544,0.142,0.0,1.0,0,3,0,0,3,0,0,5,0,3,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0.0,1.828,0.0,0.0,1.35,0.0,0.0,3.9044999999999996,0.0,1.828,0.0,0.0,0.544,0.0,0.0,3.9044999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28461166520913445,0.9999811754485137,0.49671522,0.4214334,4
better think future plan start saving,1,neutral,anticipation,0,0,1,If it's not better think of YOUR future plans and start saving.,"['better', 'think', 'future', 'plan', 'start', 'saving']","[101, 2488, 2228, 2925, 2933, 2707, 7494, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2.0,0.9166666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179,0.821,0.0,-0.3412,0,1,0,0,0,0,0,4,0.0,2.3515,0.0,0.0,0.0,0.0,0.0,2.8705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.837,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0.0,2.3515,0.0,0.0,0.0,0.0,0.0,2.8705,0.0,2.3515,0.0,0.0,0.0,0.0,0.0,2.8705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.837,0.3982020914554596,0.9935503795248618,0.4976328,0.40787524,2
couple single,1,neutral,anticipation,0,0,0,"Is €13,400 for a couple? And what is it for those who are single?","['couple', 'single']","[101, 3232, 2309, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0.0,0.606,0.0,0.0,0.0,0.0,0.0,0.7065,0.0,0.606,0.0,0.0,0.0,0.0,0.0,0.7065,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.606,0.0,0.0,0.0,0.0,0.0,0.7065,0.0,0.606,0.0,0.0,0.0,0.0,0.0,0.7065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27479203045368195,0.993712607722588,0.50060654,0.19944206,2
